NE ID;END ID;TIPO TOP
SP3583;SPSPO_1098; NÃO TOP
SI9311;SPAMR_0017; NÃO TOP
SP6214;SPITU_0016; NÃO TOP
SP3746;SPSPO_1184; NÃO TOP
SI9445;SPLRA_0025; NÃO TOP
SP3749;SPSPO_1625; NÃO TOP
SP4015;SPSPO_1056; NÃO TOP
SI2116;SPCGT_0017; NÃO TOP
SP4625;SPSPO_1622; NÃO TOP
SP4409;SPSPO_1087; NÃO TOP
SP3348;SPSPO_1106; NÃO TOP
SP3349;SPSPO_1116; NÃO TOP
SP2313;SPSPO_1130; NÃO TOP
SP2130;SPSPO_1141; NÃO TOP
SP3562;SPSPO_0993; NÃO TOP
SP2545;SPSPO_1183; NÃO TOP
SP1726;SPSPO_0672; NÃO TOP
WSNE11;SPSNE_0020; NÃO TOP
WSPO10;SPSPO_0729; NÃO TOP
BCAS08;SPCAS_0055; NÃO TOP
SP8406;SPMAU_0019; NÃO TOP
SI6070;SPMNT_0001; NÃO TOP
SP3408;SPSPO_1105; NÃO TOP
MWE-SP-AASMW01-N1;0; NÃO TOP
MWE-SP-CMPMW01-N1;0; NÃO TOP
MWE-SP-YPCT01-N1;SPIAC_0001; NÃO TOP
SPCL08;SPSPO_1238; NÃO TOP
SPJN08;SPSPO_1179; NÃO TOP
SPBU09;SPSPO_0989; NÃO TOP
SPIA08;SPSPO_1101; NÃO TOP
SPSO03;SPSPO_1125; NÃO TOP
SBVL03;SPSBO_0057;NÃO TOP
SPCE07;SPSPO_1243; NÃO TOP
SP4408;SPSPO_1086; NÃO TOP
CMDSNE03;0; NÃO TOP
SPVA14;SPSPO_1618; NÃO TOP
SPAC07;SPSPO_1078; NÃO TOP
SPPT10;SPSPO_1085; NÃO TOP
SPEM07;SPSPO_1090; NÃO TOP
MWE-SP-ADMC01-N1.2;SPAGL_0001; NÃO TOP
MWE-SP-ASOC01-N7;SPSOC_0048; NÃO TOP
SP3008;SPSPO_1067; NÃO TOP
SP3870;SPSPO_1216; NÃO TOP
SP4312;SPSPO_1059; NÃO TOP
SP3648;SPSPO_1104; NÃO TOP
SP2932;SPSPO_1117; NÃO TOP
SP3843;SPSPO_0986; NÃO TOP
SP4026;SPSPO_1180; NÃO TOP
SP3109;SPSPO_1156; NÃO TOP
SP2831;SPSPO_1118; NÃO TOP
SP1967;SPSPO_1143; NÃO TOP
SP3409;SPSPO_1114; NÃO TOP
CONT99;0; NÃO TOP
MWE-SP-ARCMW01-N1;SPARC_0022; NÃO TOP
MWE-SP-IGAMW01-N1;0; NÃO TOP
MWE-SP-KJCT01-N1;SPCJB_0001; NÃO TOP
MWE-SP-ZACT01-N1;SPBBS_0001; NÃO TOP
MWE-SP-SP4205-N1;SPSPO_0425; NÃO TOP
MWE-SP-SWCT01-N1;SPSVN_0001; NÃO TOP
MWE-SP-VHCT01-N1;SPNOVA0001; NÃO TOP
MWE-SP-DXEMRP-N1;SPEUB_0004; NÃO TOP
MWE-SP-UMCT01-N1;SPBTA_0001; NÃO TOP
MWE-SP-PZRD02-N1;SPPRF_0004; NÃO TOP
SP3303;SPSPO_1076; NÃO TOP
SP3228;SPSPO_1109; NÃO TOP
SP3247;SPSPO_1108; NÃO TOP
SP3032;SPSPO_1001; NÃO TOP
SP3427;SPSPO_1115; NÃO TOP
SP3035;SPSPO_1074; NÃO TOP
SBFZ05;SPSBO_0058;NÃO TOP
BNSPONUS4;0; NÃO TOP
BNSPOPTA;0; NÃO TOP
BNSPOPTA7;0; NÃO TOP
BNSPOPTA9;0; NÃO TOP
BNSPOUNV;0; NÃO TOP
BNSPOALS1;0; NÃO TOP
BNSPOALS2;0; NÃO TOP
BNSPOALS;0; NÃO TOP
BNSPOTEL;0; NÃO TOP
BNSPOATO;0; NÃO TOP
BNSPOATO1;0; NÃO TOP
BNSPOMOB;0; NÃO TOP
BNSPOMCO;0; NÃO TOP
BNSPOLBO;0; NÃO TOP
BNSPOJKK2;0; NÃO TOP
BNSPOJKK1;0; NÃO TOP
BNSPOADS1;0; NÃO TOP
BNSPOLCB3;0; NÃO TOP
BNSPONUS3;0; NÃO TOP
BNSPONUS1;0; NÃO TOP
BNSPONUS7;0; NÃO TOP
CLSPONUS5;0; NÃO TOP
BNSPONUS2;0; NÃO TOP
BNSPOMSE;0; NÃO TOP
BNSPOFNL3;0; NÃO TOP
BNSPOFNL2;0; NÃO TOP
BNSPOSRP;0; NÃO TOP
CANSPOSUM;0; NÃO TOP
BNSPOBBA;0; NÃO TOP
BNSPOCSP;0; NÃO TOP
CANSPOCENU;0; NÃO TOP
BNSPOCEA2;0; NÃO TOP
CANSPOP;0; NÃO TOP
CANSPOSOC;0; NÃO TOP
BNSPOPTA3;0; NÃO TOP
SPPR07;SPSPO_1081; NÃO TOP
SPVC04;SPSPO_1100; NÃO TOP
MABE04;SPMAU_0018;NÃO TOP
BAPC03;SPBRE_0037;NÃO TOP
SPCE08;SPSPO_1621; NÃO TOP
SPBV24;SPSPO_1990; NÃO TOP
SP7121;SPSBL_0004; NÃO TOP
SP2720;SPSPO_1126; NÃO TOP
SP3709;SPSPO_1103; NÃO TOP
SP2112;SPSPO_0447; NÃO TOP
SPIB26;SPSPO_1636; NÃO TOP
SPIB01;SPSPO_1640; NÃO TOP
ASPO10;SPSPO_0022; NÃO TOP
BNSPODCM;0; NÃO TOP
MJJL01;SPMMM_0009;NÃO TOP
ACAC02;SPASI_0008;NÃO TOP
CLSPOGLB;0; NÃO TOP
CLSPODVO;0; NÃO TOP
CLSPOVZA;0; NÃO TOP
BNSPOBVP;0; NÃO TOP
CLSPOVDV;0; NÃO TOP
CLSPOANU;0; NÃO TOP
CLSPORBO;0; NÃO TOP
CLSPOAAF;0; NÃO TOP
CLSPONSR;0; NÃO TOP
CLSPOHHT;0; NÃO TOP
CLSPOITL;0; NÃO TOP
CLSPOVWA;0; NÃO TOP
CLSPOTNG;0; NÃO TOP
CLSPOMTX;0; NÃO TOP
CLSPOACO;0; NÃO TOP
CLSPOICH;0; NÃO TOP
CLSPOPBR;0; NÃO TOP
CLSPOPT1;0; NÃO TOP
BNSPOCGB;0; NÃO TOP
CLSPOUOL;0; NÃO TOP
CLSPOAEO;0; NÃO TOP
CLSPOTST;0; NÃO TOP
CLSPOVVO;0; NÃO TOP
CLSPOJEJ;0; NÃO TOP
CANSPOCNS;0; NÃO TOP
CANSPOSE;0; NÃO TOP
GRPB03;SPGRS_0072;NÃO TOP
ITUMW01;SPITU_0018; NÃO TOP
JGUMW01;SPJGU_0005; NÃO TOP
BNSPOVCT;0; NÃO TOP
BNJAIAFO;0; NÃO TOP
BNJAICGY;0; NÃO TOP
BNCASMRO;0; NÃO TOP
BNCASEKU;0; NÃO TOP
SJRMW01;0;TOP
SSTMW01;0; NÃO TOP
BNCASDVO;0; NÃO TOP
MCAS04;0; NÃO TOP
BNCASRSS;0; NÃO TOP
BNITUTMS;0; NÃO TOP
SHSPOGDX;0; NÃO TOP
SHSPOCAJT;0; NÃO TOP
SHSPOJQB;0; NÃO TOP
SHSPOJUQ;0; NÃO TOP
SHPAGERS;0; NÃO TOP
SHRPOERS;0; NÃO TOP
SHRPOABO;0; NÃO TOP
SHRPOABR;0; NÃO TOP
SHRPOTBA;0; NÃO TOP
SHSPOIAQ;0; NÃO TOP
SHSJCTLF;0; NÃO TOP
SHLRMET;0; NÃO TOP
SHSJCMET;0; NÃO TOP
MWE-SP-BRUMW02-N1;0; NÃO TOP
MWE-SP-CASMW05-N1;SPCAS_0067; NÃO TOP
MWE-SP-GARMW01-N1;SPGAR_0004; NÃO TOP
MWE-SP-SJCMW02-N1;SPSJC_0076; NÃO TOP
MWE-SP-SOCMW03-N1;SPSOC_0039; NÃO TOP
SPCG10;SPSPO_1124; NÃO TOP
SPSA11;SPSPO_1241; NÃO TOP
SOLO01;SPSOC_0060; NÃO TOP
MWE-SP-SI9527-N2.1;SPSPD_0004; NÃO TOP
SWCOSNE0102;0; NÃO TOP
SWCOSNE0103;0; NÃO TOP
SP1506;SPSPO_1638; NÃO TOP
SP1515;SPSPO_1637; NÃO TOP
SP1526;SPSPO_1636; NÃO TOP
CASMW07;SPCAS_0088;NÃO TOP
TGAMW01;0; NÃO TOP
SI9760;SPDVN_0001; NÃO TOP
SI8130;SPROA_0002; NÃO TOP
SI8131;SPROA_0001; NÃO TOP
MWE-SP-BTUMW01-N1;0; NÃO TOP
MWE-SP-PBAMW01-N1;SPPBA_0009; NÃO TOP
MWE-SP-CVAMW01-N1;SPCVA_0006; NÃO TOP
MWE-SP-CROMW01-N1;0; NÃO TOP
MWE-SP-GTAMW01-N1;0; NÃO TOP
MWE-SP-ORNMW01-N1;SPORN_0007; NÃO TOP
MWE-SP-RPIT02-N1;SPRPS_0007; NÃO TOP
MWE-SP-RPRC01-N1;SPRPS_0003; NÃO TOP
MWE-SP-SPAI05-N1;SPSPO_0037; NÃO TOP
MWE-SP-SPPN05-N1;SPSPO_0322; NÃO TOP
MWE-SP-JGUMW01-N1;SPJGU_0005; NÃO TOP
MWE-SP-GXEB01-N1;SPGAPE0001; NÃO TOP
JNSH01;SPJAI_0051;TOP
MWE-SP-LOUMW01-N1;SPLOU_0006; NÃO TOP
SWAGSPO0201;0; NÃO TOP
SWAGSPO0202;0; NÃO TOP
SBST03;SPSBO_0063;TOP
IPJL03;SPITE_0008;NÃO TOP
DMSNE1;SPSNE_0020; NÃO TOP
GPSNE01;0; NÃO TOP
SP4446;SPSPO_1084; NÃO TOP
SI5606;SPTTI_0008;NÃO TOP
SI7060;SPNVA_0001; NÃO TOP
SP5720;SPJQB_0001; NÃO TOP
SI7080;SPNHA_0001; NÃO TOP
MWE-SP-CCSJ02-N1;SPCHP_0002; NÃO TOP
MWE-SP-ITUMW01-N1;SPITU_0018; NÃO TOP
SI3340;SPILCA0001; NÃO TOP
MWE-SP-ARQMW01-N1;SPARQ_0024; NÃO TOP
MWE-SP-BGUMW01-N1;SPBGU_0004; NÃO TOP
MWE-SP-GAPEMW01-N1;SPGAPE0003; NÃO TOP
MWE-SP-MGUMW01-N1;SPMGU_0007; NÃO TOP
MWE-SP-SRRMW02-N1; NÃO TOP; NÃO TOP
MWE-SP-ASNE01-N1;SPSNE_0020; NÃO TOP
SN103R;0; NÃO TOP
MWE-SP-RPOMW02-N1;0; NÃO TOP
MWE-SP-RTCT05-N1;SPRPO_0059; NÃO TOP
SI9272;SPCMP_0005; NÃO TOP
SP5522;SPVPA_0002;NÃO TOP
SP5722;SPJQB_0003; NÃO TOP
SI8810;SPPNI_0001; NÃO TOP
SI9525;SPSPD_0001; NÃO TOP
SI9133;SPARO_0003; NÃO TOP
SPBU10;SPSPO_2768; NÃO TOP
LRPR02;SPLNA_0008;NÃO TOP
CIDADE;0; NÃO TOP
CIDADE;0; NÃO TOP
CIDADE;0; NÃO TOP
CIDADE;0; NÃO TOP
CIDADE;0; NÃO TOP
CIDADE;0; NÃO TOP
SI6165;SPIAL_0001; NÃO TOP
SI6190;SPDUD_0001; NÃO TOP
RTARSPO0301;SPSPO_0729; NÃO TOP
RTARSPO0302;SPSPO_0729; NÃO TOP
RTARSNE0101;SPSNE_0020; NÃO TOP
RTARSNE0105;0; NÃO TOP
NSWSPO33;0; NÃO TOP
NSWSPO34;0; NÃO TOP
RTARSNE0102;SPSNE_0020; NÃO TOP
SWNGCAS0201;0; NÃO TOP
SWNGCAS0202;0; NÃO TOP
MWE-SP-CKCT02-N1;SPCQR_0003; NÃO TOP
MWE-SP-MXCT01-N1.1;SPMDU_0001; NÃO TOP
SP6604;SPFCR_0005; NÃO TOP
SP6622;SPFAT_0002; NÃO TOP
SI2704;SPGTA_0008; NÃO TOP
SI5220;SPSGJ_0001;TOP
SP6504;SPVRP_0002;NÃO TOP
SP7512;SPITA_0002; NÃO TOP
SP7509;SPITA_0010; NÃO TOP
GRSM02;SPGRS_0078;NÃO TOP
HSSNE01;0; NÃO TOP
SI3441;SPPUE_0004; NÃO TOP
GTPD02;SPGTA_0009;NÃO TOP
GRVB02;SPGRS_0058;NÃO TOP
GRVC02;SPGRS_0075;NÃO TOP
MTIV01;SPMOM_0007;NÃO TOP
MWE-SP-SPAH01-N1;SPSPO_0888; NÃO TOP
SPFO06;SPSPO_1017; NÃO TOP
TBIN02;SPTTE_0029; NÃO TOP
SPVM15;0; NÃO TOP
NHCT03;SPNHT_0003;NÃO TOP
CSLJ02;SPCER_0005;NÃO TOP
SBJT02;SPSBO_0059;NÃO TOP
GRJA02;SPGRS_0079;NÃO TOP
JPDI01;SPSRR_0042;NÃO TOP
JPSS02;SPSRR_0041;NÃO TOP
DRCT02;SPSPD_0002;NÃO TOP
SP4109;SPSPO_1045; NÃO TOP
SP3227;SPSPO_1081; NÃO TOP
SP3007;SPSPO_1177; NÃO TOP
SP3212;SPSPO_1071; NÃO TOP
SP4110;SPSPO_1047; NÃO TOP
SP4014;SPSPO_1055; NÃO TOP
SP3214;SPSPO_1075; NÃO TOP
SP2363;SPSPO_1125; NÃO TOP
SP4208;SPSPO_1048; NÃO TOP
SLSPBT02;SPSPO_0061;NÃO TOP
SLSPJC01;SPSPO_0208;NÃO TOP
SLSPTC05;SPSPO_0436;NÃO TOP
SLSPTR01;SPSPO_0437;NÃO TOP
SLSPTR02;SPSPO_0438;NÃO TOP
SLSPST05;SPSPO_0425;NÃO TOP
SLSPST11;SPSPO_0545;NÃO TOP
SEGWSPO0301;0; NÃO TOP
SEGWSPO0302;0; NÃO TOP
SEGWSNE0101;0; NÃO TOP
SEGWSNE0102;0; NÃO TOP
SLSPBL05;SPSPO_0980;NÃO TOP
SLSPCV03;SPSPO_0157;NÃO TOP
SLSPFO05;SPSPO_0172;NÃO TOP
SLSPLI02;SPSPO_0263;NÃO TOP
SLSPCV08;SPSPO_0160;NÃO TOP
SLSPFO03;SPSPO_0170;NÃO TOP
SLSPLI05;SPSPO_2869;NÃO TOP
SLSPLP07;SPSPO_0272;NÃO TOP
SLSPCO12;SPSPO_0141;TOP
SLSPTC04;SPSPO_0435;NÃO TOP
SLSPVD04;SPSPO_0938;NÃO TOP
SLSPCC02;SPSPO_0094;NÃO TOP
SLSPCC06;SPSPO_1084;NÃO TOP
SLSPMN01;SPSPO_0291;NÃO TOP
SLSPPT06;SPSPO_0344;NÃO TOP
STPP04;SPSTS_0059; NÃO TOP
SLSPCC01;SPSPO_0093;NÃO TOP
SLSPCV16;SPSPO_0991;NÃO TOP
SLSPCV01;SPSPO_0156;NÃO TOP
SLSPLP19;SPSPO_0649;NÃO TOP
SLSPPI01;SPSPO_0315;NÃO TOP
SLSPPZ01;SPSPO_0346;NÃO TOP
SLSPPZ16;SPSPO_0884;NÃO TOP
SLSPMR02;SPSPO_0542;NÃO TOP
SLSPVA01;SPSPO_0446;NÃO TOP
SLSPVA03;SPSPO_0448;NÃO TOP
SLSPVA04;SPSPO_0449;NÃO TOP
SLSPVA06;SPSPO_0451;NÃO TOP
SLSPVA07;SPSPO_0452;NÃO TOP
SLSPCB03;SPSPO_0083;NÃO TOP
SLSPMM10;SPSPO_0288;NÃO TOP
SLSPBF03;SPSPO_0050;NÃO TOP
SLSPPZ02;SPSPO_0347;TOP
SLSPPZ05;SPSPO_0520;NÃO TOP
SLSPPZ06;SPSPO_0349;NÃO TOP
SLSPPZ08;SPSPO_0350;NÃO TOP
KSNE09;SPSNE_0020; NÃO TOP
ZSNE09;SPSNE_0020; NÃO TOP
ZSPO08;SPSPO_0447; NÃO TOP
ZSPO09;SPSPO_0729; NÃO TOP
ASNE06;SPSNE_0020; NÃO TOP
ACAS03;SPCAS_0055; NÃO TOP
ASPO11;SPSPO_0022; NÃO TOP
SLSPCC04;SPSPO_0981;NÃO TOP
SLSPTC13;SPSPO_1133;NÃO TOP
SLSPCV17;SPSPO_1058;NÃO TOP
SLSPCV07;SPSPO_0159;NÃO TOP
SLSPTT12;SPSPO_1001;TOP
SLSPPN19;SPSPO_0548;NÃO TOP
SLSPVM03;SPSPO_0475;TOP
SLSPAA02;SPSPO_0024;NÃO TOP
SLSPAA03;SPSPO_0025;NÃO TOP
SLSPAA06;SPSPO_0028;NÃO TOP
SLSPPC02;SPSPO_0307;NÃO TOP
SLSPPR02;SPSPO_0334;NÃO TOP
SLSPCO01;SPSPO_0133;TOP
SLSPJC02;SPSPO_0209;NÃO TOP
SLSPVD02;SPSPO_0457;NÃO TOP
SLSPVD03;SPSPO_0458;TOP
SLSPVR05;SPSPO_0496;NÃO TOP
SLSPST02;SPSPO_0423;NÃO TOP
SLSPTC03;SPSPO_0434;NÃO TOP
SLSPVG02;SPSPO_0465;NÃO TOP
SLSPMN03;SPSPO_0292;TOP
SLSPBL01;SPSPO_0054;NÃO TOP
SLSPST01;SPSPO_0422;NÃO TOP
SLSPMR01;SPSPO_0294;NÃO TOP
SLSPSM02;SPSPO_0408;TOP
SLSPCG01;SPSPO_0104;NÃO TOP
SLSPRE01;SPSPO_0351;NÃO TOP
SLSPBF05;SPSPO_0052;NÃO TOP
SLSPBF10;SPSPO_0702;NÃO TOP
SLSPCI03;SPSPO_0113;NÃO TOP
SLSPIT07;SPSPO_0994;NÃO TOP
SLSPBL03;SPSPO_0528;NÃO TOP
SLSPLI03;SPSPO_0264;NÃO TOP
SLSPSM10;SPSPO_0415;TOP
SLSPCB04;SPSPO_0084;NÃO TOP
SLSPMM09;SPSPO_0287;NÃO TOP
SLSPBL06;SPSPO_0988;NÃO TOP
SLSPTC08;SPSPO_1000;NÃO TOP
SLSPJS05;SPSPO_0252;TOP
SLSPVD05;SPSPO_1049;NÃO TOP
SLSPST06;SPSPO_0426;NÃO TOP
SLSPBT04;SPSPO_0063;NÃO TOP
SLSPSC05;SPSPO_0378;NÃO TOP
SLSPCM01;SPSPO_0120;TOP
SLSPGN01;SPSPO_0173;NÃO TOP
SLSPIT06;SPSPO_0908;NÃO TOP
SLSPPH05;SPSPO_0313;NÃO TOP
SLSPPH13;SPSPO_1072;NÃO TOP
SLSPTR03;SPSPO_0708;NÃO TOP
SLSPTC01;SPSPO_0432;NÃO TOP
SLSPVR08;SPSPO_0880;TOP
SLSPFO04;SPSPO_0171;TOP
SLSPJN02;SPSPO_0214;TOP
SLSPPZ09;SPSPO_0679;NÃO TOP
SLSPSM25;SPSPO_0549;NÃO TOP
SLSPJS08;SPSPO_0254;TOP
SLSPSM12;SPSPO_0416;NÃO TOP
SLSPAA04;SPSPO_0026;NÃO TOP
SLSPSM06;SPSPO_0412;NÃO TOP
SLSPCM07;SPSPO_0125;NÃO TOP
SLSPAA01;SPSPO_0023;NÃO TOP
SLSPPH04;SPSPO_0312;TOP
SLSPPH11;SPSPO_0913;NÃO TOP
SLSPPR01;SPSPO_0333;NÃO TOP
SLSPVT07;SPSPO_1108;NÃO TOP
SLSPAA05;SPSPO_0027;NÃO TOP
SLSPVT02;SPSPO_0505;NÃO TOP
SLSPVT03;SPSPO_0506;NÃO TOP
SLSPPH01;SPSPO_0310;NÃO TOP
SLSPPH02;SPSPO_0311;NÃO TOP
SLSPPI05;SPSPO_0756;NÃO TOP
SLSPSM14;SPSPO_0417;NÃO TOP
SLSPCG04;SPSPO_0107;NÃO TOP
SLSPTR06;SPSPO_0898;NÃO TOP
SLSPJN01;SPSPO_0213;TOP
SP1964;SPSPO_1248; NÃO TOP
SP3327;SPSPO_1078; NÃO TOP
SP3827;SPSPO_1090; NÃO TOP
SP1811;SPSPO_1144; NÃO TOP
SLSPLI06;SPSPO_1065;NÃO TOP
SLSPEM03;SPSPO_0166;NÃO TOP
SLSPJS02;SPSPO_0250;NÃO TOP
SLSPCC05;SPSPO_1064;NÃO TOP
SLSPTT03;SPSPO_0442;NÃO TOP
SLSPCV18;SPSPO_1059;NÃO TOP
SLSPEM07;SPSPO_1090;NÃO TOP
SLSPEM04;SPSPO_0167;TOP
SLSPVJ02;SPSPO_0468;NÃO TOP
SLSPCI04;SPSPO_0114;NÃO TOP
SLSPJP22;SPSPO_0232;TOP
SLSPVT01;SPSPO_0504;NÃO TOP
SLSPBV08;SPSPO_0076;NÃO TOP
SLSPBV07;SPSPO_0075;NÃO TOP
SLSPCA02;SPSPO_0081;TOP
SLSPBV03;SPSPO_0071;NÃO TOP
SLSPPZ11;SPSPO_0595;NÃO TOP
SLSPVD06;SPSPO_1180;NÃO TOP
SLSPCG09;SPSPO_1120;TOP
SLSPMR12;SPSPO_0303;NÃO TOP
SLSPMR11;SPSPO_0302;NÃO TOP
SLSPBL08;SPSPO_1086;TOP
SLSPMR04;SPSPO_0296;NÃO TOP
SLSPCV05;SPSPO_0158;NÃO TOP
SLSPCN05;SPSPO_0131;TOP
SLSPMR03;SPSPO_0295;NÃO TOP
SLSPCR01;SPSPO_0144;NÃO TOP
SLSPEM01;SPSPO_0165;NÃO TOP
SLSPAA09;SPSPO_1080;NÃO TOP
SLSPEM06;SPSPO_0909;TOP
SLSPLJ05;SPSPO_0961;TOP
SLSPVT06;SPSPO_1005;NÃO TOP
SLSPJS17;SPSPO_0997;NÃO TOP
SLSPTC06;SPSPO_0721;TOP
SLSPTT14;SPSPO_1073;NÃO TOP
SLSPVX01;SPSPO_1216;TOP
SLSPLJ01;SPSPO_0265;NÃO TOP
SLSPSB02;SPSPO_0371;NÃO TOP
SLSPSB03;SPSPO_0372;NÃO TOP
SLSPSB05;SPSPO_0374;NÃO TOP
SLSPVF02;SPSPO_0459;TOP
SLSPVA11;SPSPO_0739;NÃO TOP
SLSPJS14;SPSPO_0873;TOP
SLSPCL02;SPSPO_0116;NÃO TOP
SLSPST15;SPSPO_0886;TOP
SLSPVJ03;SPSPO_0469;TOP
SLSPPH08;SPSPO_0543;NÃO TOP
SLSPPH10;SPSPO_0911;NÃO TOP
SLSPSB07;SPSPO_0998;NÃO TOP
SLSPSL07;SPSPO_1115;TOP
SLSPST03;SPSPO_0424;NÃO TOP
SLSPCI05;SPSPO_1077;NÃO TOP
SLSPSL04;SPSPO_0405;NÃO TOP
SLSPSU01;SPSPO_0427;NÃO TOP
SLSPSU03;SPSPO_0429;NÃO TOP
SLSPPZ04;SPSPO_0348;NÃO TOP
SLSPVA05;SPSPO_0450;NÃO TOP
SLSPCM02;SPSPO_0121;TOP
SLSPBL02;SPSPO_0055;NÃO TOP
SLSPTR07;SPSPO_1046;NÃO TOP
BYCT02;SPBRR_0002;NÃO TOP
CICT03;SPCMP_0006;NÃO TOP
SFCT03;SPSFL_0003;NÃO TOP
TXCT02;SPTOP_0002;NÃO TOP
IDMS03;SPIDU_0009;NÃO TOP
APCT02;SPADA_0004;NÃO TOP
CGEN02;SPCGT_0019;NÃO TOP
CRVS02;SPCIV_0013;NÃO TOP
DDVC02;SPDDA_0022;NÃO TOP
EBJC02;SPEMB_0014;NÃO TOP
EBJS05;SPEMB_0016;NÃO TOP
JDJB02;SPJAD_0004;NÃO TOP
SLSPBT06;SPSPO_0690;NÃO TOP
SLSPCI01;SPSPO_0111;NÃO TOP
SLSPCN03;SPSPO_0129;NÃO TOP
SLSPIT01;SPSPO_0199;NÃO TOP
SLSPLJ02;SPSPO_0266;NÃO TOP
SLSPLJ04;SPSPO_0922;TOP
SLSPSU02;SPSPO_0428;NÃO TOP
SLSPCG02;SPSPO_0105;NÃO TOP
SLSP011M;SPSPO_0603;TOP
SLSPAA08;SPSPO_0929;NÃO TOP
SLSPBF01;SPSPO_0049;NÃO TOP
SLSPCL06;SPSPO_0119;NÃO TOP
SLSPLJ06;SPSPO_1184;NÃO TOP
SLSPAC08;SPSPO_1079;NÃO TOP
SLSPCI02;SPSPO_0112;NÃO TOP
SLSPSL02;SPSPO_0403;TOP
SLSPVF06;SPSPO_0463;TOP
SLSPSL03;SPSPO_0404;TOP
SLSPVG01;SPSPO_0464;NÃO TOP
SLSPVR02;SPSPO_0493;NÃO TOP
SLSPVR03;SPSPO_0494;NÃO TOP
SLSPVR07;SPSPO_0498;NÃO TOP
SLSPAI03;SPSPO_0035;NÃO TOP
SLSPMC07;SPSPO_0541;NÃO TOP
SLSPAI08;SPSPO_0661;NÃO TOP
SLSPLB02;SPSPO_0256;NÃO TOP
SLSPLP02;SPSPO_0269;NÃO TOP
SLSPLB13;SPSPO_0531;NÃO TOP
SLSPCS02;SPSPO_0149;NÃO TOP
SLSPLB07;SPSPO_0261;NÃO TOP
SLSPVR04;SPSPO_0495;NÃO TOP
SLSPVD01;SPSPO_0456;NÃO TOP
SLSPLB04;SPSPO_0258;NÃO TOP
SLSPCL04;SPSPO_0118;NÃO TOP
SLSPLB01;SPSPO_0255;NÃO TOP
SLSPJQ06;SPSPO_0239;NÃO TOP
SLSPJS04;SPSPO_0251;NÃO TOP
SLSPIP03;SPSPO_0197;NÃO TOP
SLSPCY04;SPSPO_0164;NÃO TOP
SLSPCY03;SPSPO_0163;NÃO TOP
SLSPJS06;SPSPO_0253;NÃO TOP
SLSPTT01;SPSPO_0440;NÃO TOP
SLSPSB06;SPSPO_0732;TOP
SLSPSC07;SPSPO_0380;NÃO TOP
SLSPAI10;SPSPO_0897;NÃO TOP
SLSPAI05;SPSPO_0037;NÃO TOP
SLSPSM05;SPSPO_0411;NÃO TOP
SLSPBL09;SPSPO_1087;NÃO TOP
SLSPPI03;SPSPO_0317;NÃO TOP
SLSPIT08;SPSPO_1104;NÃO TOP
SLSPSM30;SPSPO_0871;NÃO TOP
SLSPVR06;SPSPO_0497;NÃO TOP
SLSPAI02;SPSPO_0034;NÃO TOP
SLSPTC02;SPSPO_0433;NÃO TOP
SLSPCS01;SPSPO_0148;TOP
SLSPCS07;SPSPO_0154;NÃO TOP
SLSPEM05;SPSPO_0882;NÃO TOP
SLSPPR03;SPSPO_0335;NÃO TOP
SLSPSU06;SPSPO_0925;NÃO TOP
SLSPVT04;SPSPO_0711;NÃO TOP
SLSPPN03;SPSPO_0320;NÃO TOP
SLSPPN04;SPSPO_0321;NÃO TOP
SLSPBL04;SPSPO_0920;NÃO TOP
SLSPSD03;SPSPO_0384;NÃO TOP
SLSPMC08;SPSPO_0772;NÃO TOP
SLSPSM08;SPSPO_0413;NÃO TOP
SLSPBS06;SPSPO_0894;NÃO TOP
SLSPPR07;SPSPO_1081;NÃO TOP
SLSPAC05;SPSPO_0031;NÃO TOP
SLSPPI06;SPSPO_0935;NÃO TOP
SLSPSB08;SPSPO_1105;NÃO TOP
SLSPJS11;SPSPO_0745;NÃO TOP
SLSPVS05;SPSPO_0502;NÃO TOP
SLSPBV06;SPSPO_0074;NÃO TOP
SLSPLB06;SPSPO_0260;NÃO TOP
SLSPLB03;SPSPO_0257;NÃO TOP
SLSPMC06;SPSPO_0280;NÃO TOP
SLSPZZ30;SPSPO_0516;NÃO TOP
SLSPBT01;SPSPO_0060;NÃO TOP
SLSPAI04;SPSPO_0036;NÃO TOP
SLSPPN02;SPSPO_0319;NÃO TOP
SLSPPN14;SPSPO_0330;NÃO TOP
SLSPMN04;SPSPO_0293;NÃO TOP
SLSPCG05;SPSPO_0108;NÃO TOP
SLSPPT11;SPSPO_1132;NÃO TOP
SLSPTC12;SPSPO_1052;NÃO TOP
SLSPAC03;SPSPO_0030;NÃO TOP
SLSPCS03;SPSPO_0150;NÃO TOP
SLSPPN20;SPSPO_0757;NÃO TOP
SLSPRT01;SPSPO_0362;NÃO TOP
SLSPRT03;SPSPO_0363;NÃO TOP
SLSPSO03;SPSPO_1125;TOP
SLSPSM29;SPSPO_0881;NÃO TOP
SLSPSU05;SPSPO_0431;NÃO TOP
SLSPPN05;SPSPO_0322;NÃO TOP
SLSPSB09;SPSPO_1114;NÃO TOP
SLSPCS09;SPSPO_0540;NÃO TOP
SLSPRP03;SPSPO_0359;NÃO TOP
SLSPBE01;SPSPO_0045;NÃO TOP
SLSPBE05;SPSPO_0044;NÃO TOP
SLSPBS01;SPSPO_0056;NÃO TOP
