NE ID;END ID;TIPO TOP
SI7475;SPFLL_0001; NÃO TOP
SI4290;SPGAA_0002; NÃO TOP
SI4291;SPGAA_0003; NÃO TOP
SI8251;SPGCR_0001; NÃO TOP
SI8255;SPGAI_0002; NÃO TOP
SI7495;SPGCI_0001;NÃO TOP
SI7505;SPGZA_0001;NÃO TOP
SI4325;SPIRS_0001; NÃO TOP
SI5230;SPIBN_0002; NÃO TOP
SI5232;SPIBN_0006; NÃO TOP
SI5233;SPIBN_0007; NÃO TOP
SI2648;SPPBA_0031;NÃO TOP
SI9461;SPPAA_0043;NÃO TOP
SI7485;SPGIR_0001; NÃO TOP
SI6051;SPGIB_0002; NÃO TOP
MWE-SP-NTCT01-N3-HW;SPPLN_0002SITE; NÃO TOP
SI5231;SPIBN_0001; NÃO TOP
MWE-SP-MZCT01-N4-HW;SPAMO_0001; NÃO TOP
SI6161;SPIPV_0002; NÃO TOP
SI6160;SPIPV_0001; NÃO TOP
SI9477;SPIPS_0001; NÃO TOP
SI9479;SPPAA_0042;NÃO TOP
SI7530;SPIJO_0001; NÃO TOP
SI7525;SPIRW_0001;NÃO TOP
SI9485;SPJGU_0008;NÃO TOP
SI3455;SPCAO_0017;NÃO TOP
SI4460;SPTQB_0001; NÃO TOP
SI8480;SPTCI_0001;NÃO TOP
SI5285;SPSRP_0001;NÃO TOP
SI6550;SPSBV_0001;NÃO TOP
SI2060;SPSBD_0001; NÃO TOP
SI8470;SPSTI_0001;NÃO TOP
CAS-SI9139-THWP01;0; NÃO TOP
RMACPAA-SI9671-01;0; NÃO TOP
RMACPAA-SI9672-01;0; NÃO TOP
CAS-SI9191-THWP01;0; NÃO TOP
SPB-BN005-HWP01;0; NÃO TOP
SI2519;SPUTB_0039;NÃO TOP
SI9114;SPVOS_0018;NÃO TOP
SI9178;SPCAS_0288;NÃO TOP
SI9362;SPSTB_0025;NÃO TOP
SI9367;SPSTB_0029;NÃO TOP
SI9353;SPSTB_0021;NÃO TOP
SI8490;SPTUM_0001;NÃO TOP
SI6570;SPTAA_0001;NÃO TOP
SI9875;SPSDJ_0001; NÃO TOP
SI9275;SPNDS_0011;NÃO TOP
SI9294;SPARO_0024; NÃO TOP
MWE-SP-NTCT01-T4;SPPLN_0002; NÃO TOP
SI5290;SPTIA_0001;NÃO TOP
SI9570;SPTBU_0001;NÃO TOP
SI6565;SPTBT_0001;NÃO TOP
SI8475;SPSDC_0002;NÃO TOP
SI4455;SPSIK_0001;NÃO TOP
SI4430;SPSTR_0001; NÃO TOP
SI2070;SPSLD_0001; NÃO TOP
MWE-SP-NVCT01-T6-HW;SPNGA_0001; NÃO TOP
SI7705;SPSOF_0001; NÃO TOP
SI9551;SPSRQ_0002; NÃO TOP
SI8460;SPSMC_0001;NÃO TOP
SI9806;SPSZS_0001; NÃO TOP
SI9805;SPSZS_0002; NÃO TOP
SI4450;SPSIN_0001;NÃO TOP
SI2065;SPSOY_0001;NÃO TOP
SI9555;SPSRQ_0006;NÃO TOP
SI9865;SPSALN0001; NÃO TOP
SP8941;SPSEP_0001;NÃO TOP
SI7680;SPSEK_0001;NÃO TOP
SI7675;SPRNA_0001;NÃO TOP
SI9870;SPSAP_0001; NÃO TOP
SI9552;SPSRQ_0003; NÃO TOP
SI9554;SPSRQ_0005; NÃO TOP
SI2045;SPSBR_0001; NÃO TOP
SI9553;SPSRQ_0004; NÃO TOP
SI9550;SPSRQ_0001; NÃO TOP
SI7700;SPSAB_0001; NÃO TOP
SI8445;SPRGF_0001; NÃO TOP
MWE-SP-SI7162-N1;SPBRS_0035; NÃO TOP
SI6505;SPRBB_0001; NÃO TOP
SI7655;SPPGI_0002; NÃO TOP
SI6515;SPRFA_0001;NÃO TOP
SI4445;SPRBD_0001;NÃO TOP
SI6510;SPRRC_0001;NÃO TOP
MWE-SP-SI7139-N1;SPBRS_0031; NÃO TOP
SI8446;SPRGF_0002; NÃO TOP
SI4803;SPPMO_0002; NÃO TOP
SI4802;SPPMO_0001; NÃO TOP
SI4420;SPPRTN0001;NÃO TOP
SI8430;SPPTK_0001;NÃO TOP
SI7656;SPPGI_0001; NÃO TOP
SI8420;SPPCT_0001; NÃO TOP
RPO-ERS01-HWW02_MIGRAÇÃO;0; NÃO TOP
MOA-RRD01-HWW01_MIGRAÇÃO;0; NÃO TOP
MOA-RRD01-HWW02;0; NÃO TOP
SPB-BN003-HWP01;0; NÃO TOP
MWE-SP-CPMD01-N1.1;SPCAS_0024; NÃO TOP
MWE-SP-SMBL01-N1;SPSUM_0001; NÃO TOP
MWE-SP-SI9184-N1;SPCAS_0291; NÃO TOP
MWE-SP-PLSP01-N1.1;SPPLA_0010; NÃO TOP
MWE-SP-SI9364-N1;0; NÃO TOP
MWE-SP-CPJN02-N1;SPCAS_0095; NÃO TOP
MWE-SP-SI7163-N1;SPBRS_0027; NÃO TOP
MWE-SP-SI9098-N1;SPCAS_0269; NÃO TOP
MWE-SP-SI9124-N1;SPSUM_0019; NÃO TOP
MWE-SP-SI9125-N1;SPSUM_0024; NÃO TOP
RMACMCZ-SP8840-01;0; NÃO TOP
RMACMCZ-SP8838-01;0; NÃO TOP
SPO-VZA02-THWP01;0; NÃO TOP
RMACMCZ-SP8842-01;0; NÃO TOP
RMACMCZ-MCVP02-01;0; NÃO TOP
MWE-SP-SI9158-N1;SPCAS_0275; NÃO TOP
MWE-SP-CPSI01-N1.1;SPCAS_0090; NÃO TOP
SI3611;SPPQU_0001; NÃO TOP
SI6465;SPMGL_0001; NÃO TOP
SI8340;SPLUE_0001;NÃO TOP
SI8290;SPLVA_0001; NÃO TOP
SI8450;SPRLS_0001; NÃO TOP
MWE-SP-SI9288-N1;0; NÃO TOP
SI6485;SPPGL_0001; NÃO TOP
SI8370;SPMIG_0001;NÃO TOP
SI6470;SPMGD_0001;NÃO TOP
SI7555;SPMND_0001; NÃO TOP
MWE-SP-MTRD02-N1;SPMOM_0002; NÃO TOP
SI8345;SPMPY_0001; NÃO TOP
MWE-SP-MCBT01-N1;SPMCZ_0023; NÃO TOP
SI7590;SPNLZ_0001;NÃO TOP
SI7540;SPJOB_0001; NÃO TOP
SI6460;SPJRQ_0001; NÃO TOP
SP7521;SPJIU_0002; NÃO TOP
18NLSSTP01;SPSST_0018; NÃO TOP
SI7580;SPNOL_0001; NÃO TOP
SI8355;SPMIP_0001; NÃO TOP
SI6496;SPRTG_0001; NÃO TOP
SI8435;SPPSB_0001; NÃO TOP
SP7522;SPJIU_0001; NÃO TOP
SI6455;SPIYR_0001;NÃO TOP
SI6495;SPRTG_0002; NÃO TOP
SI4440;SPRGP_0001;NÃO TOP
18NLSSCB01;SPSST_0004; NÃO TOP
18NLCJPN01;SPCPJ_0004; NÃO TOP
SI4415;SPPAY_0001; NÃO TOP
SP6141;SPPPJ_0001; NÃO TOP
MWE-SP-SMCT01-N1;SPSUM_0002; NÃO TOP
MWE-SP-YICT01-N1;SPIPY_0001; NÃO TOP
RMACMCZ-SP8828-01;0; NÃO TOP
RMACMCZ-SP8832-01;0; NÃO TOP
SPB-BN004-HWP01;0; NÃO TOP
RMAGSPO-SNE01-01;0; NÃO TOP
MWE-SP-SI9122-N1;0; NÃO TOP
MWE-SP-SI9363-N1;0; NÃO TOP
LRA-FER;0; NÃO TOP
SPVS14;SPSPO_8042; NÃO TOP
SI4070;SPPIJ_0001;NÃO TOP
SI4071;SPPIJ_0002;NÃO TOP
18NLBYCT01;SPBRR_0001; NÃO TOP
18NLOTRD01;SPBRT_0002; NÃO TOP
18NLOTRD02;SPBRT_0003; NÃO TOP
18NLKICT01;SPCYU_0001; NÃO TOP
18NLJYCT01;SPJPS_0001; NÃO TOP
SI4072;SPPIJ_0003;TOP
18NLAECT01;SPARL_0001; NÃO TOP
MWE-SP-MSCT01-T6-HW;SPMRS_0001; NÃO TOP
MWE-SP-XICT02-N4-HW;SPIPIG0001; NÃO TOP
18NLMTIV01;SPMOM_0007; NÃO TOP
SI4176;SPBNS_0001; NÃO TOP
SI9620;SPCBC_0001; NÃO TOP
SI9621;SPCBC_0002; NÃO TOP
SI4285;SPFTA_0001; NÃO TOP
SP7142;SPIKG_0001; NÃO TOP
18NLMTRD04;SPMOM_0004; NÃO TOP
18NLPPJR01;SPPPE_0004; NÃO TOP
18NLTNRD02;SPTNB_0002; NÃO TOP
MWE-SP-NVCT01-N5-HW;SPNGA_0001; NÃO TOP
18NLIFCT01;SPIAK_0001; NÃO TOP
18NLTARD01;SPSDL_0002; NÃO TOP
MWE-SP-NECT01-T3-HW;SPNVA_0001; NÃO TOP
SI9205;SPCAS_0298;NÃO TOP
SI5075;SPBSSS0001; NÃO TOP
SI7491;SPGPI_0001; NÃO TOP
SI4335;SPITY_0001;NÃO TOP
SI4340;SPIPY_0001;NÃO TOP
SI8365;SPMOL_0001; NÃO TOP
SP7221;SPNZP_0002; NÃO TOP
SI9355;SPSTB_0022;NÃO TOP
SI9682;SPSNG_0016;NÃO TOP
SI9683;SPSNG_0009; NÃO TOP
SI9163;SPCAS_0240;NÃO TOP
SI9160;SPCAS_0276;NÃO TOP
SI5225;SPCLT_0001; NÃO TOP
SI9622;SPCBC_0003; NÃO TOP
SI9470;SPCDP_0002; NÃO TOP
SI4270;SPCKM_0001; NÃO TOP
18NLQTCT01;SPQAA_0001; NÃO TOP
18NLNBCT01;SPAHM_0002; NÃO TOP
18NLTACT01;SPSDL_0001; NÃO TOP
MWE-SP-VZRD01-N4-HW;SPVUZ_0002; NÃO TOP
MWE-SP-VZCT01-N3-HW;SPVUZ_0001; NÃO TOP
18NLUBES01;SPUTB_0019; NÃO TOP
SP7260;SPPRC_0001; NÃO TOP
SI5070;SPBCHP0001; NÃO TOP
SI4175;SPBNS_0002; NÃO TOP
SI4265;SPCQR_0001; NÃO TOP
SI4266;SPCQR_0003; NÃO TOP
SI9471;SPCDP_0001; NÃO TOP
SI9520;SPDCV_0001; NÃO TOP
SI7490;SPGPI_0002; NÃO TOP
SI4315;SPIAG_0001; NÃO TOP
SP7141;SPIKG_0002; NÃO TOP
SI8265;SPILHS0001; NÃO TOP
SI4330;SPIAC_0001;NÃO TOP
SI9840;SPIOI_0001; NÃO TOP
SI5151;SPLJP_0002; NÃO TOP
SI9846;SPSNG_0004; NÃO TOP
SI8350;SPMCY_0002; NÃO TOP
SI8060;SPMPO_0001; NÃO TOP
SI8390;SPPUA_0001;TOP
SI4385;SPPDW_0001;NÃO TOP
SI5255;SPIRG_0001;NÃO TOP
SI5260;SPJUMR0001; NÃO TOP
SI5150;SPLJP_0001; NÃO TOP
SI8335;SPLUI_0001;NÃO TOP
SI4365;SPMDU_0001; NÃO TOP
SI8351;SPMCY_0001; NÃO TOP
SI9855;SPMEG_0001; NÃO TOP
SP7625;SPMNB_0001;NÃO TOP
SI8385;SPOVE_0001;NÃO TOP
SI9845;SPLIA_0001; NÃO TOP
SI4355;SPLUP_0001; NÃO TOP
SP7222;SPNZP_0001; NÃO TOP
SI8415;SPPBE_0001; NÃO TOP
MWE-SP-NSCT01-N4-HW;SPSAO_0001; NÃO TOP
SI4375;SPOUU_0001; NÃO TOP
SI4380;SPPPM_0002; NÃO TOP
SI4381;SPPPM_0001; NÃO TOP
IPSNE1;0; NÃO TOP
ICSNE1;0; NÃO TOP
ISSNE1;0; NÃO TOP
IRSNE1;0; NÃO TOP
FPSNE2;0; NÃO TOP
QMSNE1;0; NÃO TOP
NNSNE2;0; NÃO TOP
VMSNE1;0; NÃO TOP
SPSPO_MSAN1997;0; NÃO TOP
SPSPO_MSAN1976;0; NÃO TOP
SPSPO_MSAN1975;0; NÃO TOP
SPSPO_MSAN2713;0; NÃO TOP
SPSPO_MSAN1987;0; NÃO TOP
SPSPO_MSAN1991;0; NÃO TOP
MWE-SP-MHRD01-N9-HW;SPAMH_0001; NÃO TOP
URASPO102;0; NÃO TOP
18NLSPAA07;SPSPO_0775; NÃO TOP
18NLBERD01;SPBFE_0002; NÃO TOP
URASPO101;0; NÃO TOP
18NLOCRD02;SPSOR_0003; NÃO TOP
18NLOTCT03;SPBRT_0006; NÃO TOP
18NLPIRD01;SPPNM_0002; NÃO TOP
RMAGMCZ-MCVB01-01;0; NÃO TOP
RMAGMCZ-MCVL01-01;0; NÃO TOP
18NLFCJR01;SPFAC_0010; NÃO TOP
18NLTICT02;SPIYG_0005; NÃO TOP
18NLGGRD01;SPPGI_0002; NÃO TOP
18NLPCJP01;SPPAA_0006; NÃO TOP
18NLSPSM34;SPSPO_0999; NÃO TOP
RTACSNE0103;SNE01; NÃO TOP
SPSPO_MSAN1995;0; NÃO TOP
RMAGMCZ-MCMM01-01;0; NÃO TOP
SPSPO_MSAN1992;0; NÃO TOP
SPSPO_MSAN1994;0; NÃO TOP
SPSPO_MSAN2244;0; NÃO TOP
SPSPO_MSAN2277;0; NÃO TOP
18NLRWCT01;SPRIC_0001; NÃO TOP
18NLSFCT03;SPSFL_0003; NÃO TOP
18NLOCRD03;SPSOR_0004; NÃO TOP
ATFD03;SPAIA_0044;NÃO TOP
18NLCNAN01;SPSZX_0001; NÃO TOP
MWE-SP-RLDMW01-N1.2;SPRLD_0002; NÃO TOP
SP7326;SPAIA_0044; NÃO TOP
MPCT02;SPMOZ_0003;NÃO TOP
SI7127;SPMOZ_0003; NÃO TOP
SI9242;SPHORT0011; NÃO TOP
MWE-SP-OLCT01-N1.2;SPOIA_0001; NÃO TOP
HTJP02;0;NÃO TOP
SPSPO_MSAN2316;0; NÃO TOP
SPSPO_MSAN2261;0; NÃO TOP
SPSPO_MSAN2284;0; NÃO TOP
RMACMCZ-MCGB01-01;0; NÃO TOP
RMACMCZ-MCVP01-01;0; NÃO TOP
RMACMCZ-MCSP01-01;0; NÃO TOP
RMACMCZ-MCVJ01-01;0; NÃO TOP
SLFVJD01;SPFAV_0008;NÃO TOP
18NLACAC01;SPASI_0001; NÃO TOP
18NLACRD01;SPASI_0002; NÃO TOP
18NLLCT01;SPPMT_0001; NÃO TOP
SLSPSE29;SPSPO_4023; NÃO TOP
SLSPBL14;SPSPO_3886; NÃO TOP
SLSPCB30;SPSPO_2932;NÃO TOP
18NLMTRD03;SPMOM_0003; NÃO TOP
18NLTUTM01;SPTUP_0002; NÃO TOP
18NLLLCT01;SPPMT_0001; NÃO TOP
18NLPWCT01;SPPGP_0001; NÃO TOP
18NLPWRD02;SPPGP_0002; NÃO TOP
18NLXKCT01;SPPTK_0001; NÃO TOP
18NLXZCT01;SPSTI_0001; NÃO TOP
SLSPMN10;SPSPO_3948; NÃO TOP
SLSPBF20;SPSPO_4017; NÃO TOP
SLSPIP12;SPSPO_3955; NÃO TOP
SLSPIT12;SPSPO_3927; NÃO TOP
SLSPMC20;SPSPO_3957; NÃO TOP
SLSPSM48;SPSPO_2918;NÃO TOP
SLSPVT09;SPSPO_3894; NÃO TOP
SLSPCB31;SPSPO_2933;NÃO TOP
SWAVSNE0102;0; NÃO TOP
SI9680;SPSNG_0010;NÃO TOP
SLSPCN11;SPSPO_3938; NÃO TOP
SRR-TDE01-HWS01;0; NÃO TOP
SPO-LAP01-HWS39;0; NÃO TOP
SPO-LAP01-HWS31;0; NÃO TOP
BRE-BAAH08-THWP01;0; NÃO TOP
JAI-JNJG01-HWS01;0; NÃO TOP
SPO-LAP01-HWS42;0; NÃO TOP
EMB-SP5434-THWP01;0; NÃO TOP
SPO-LAP01-HWS32;0; NÃO TOP
MAU-MAJM01-THWP01;0; NÃO TOP
SPO-SRP01-HWS01;0; NÃO TOP
SPO-SPPS02-THWP02;0; NÃO TOP
SPO-LAP01-HWS40;0; NÃO TOP
SPO-LAP01-HWS29;0; NÃO TOP
BRE-ALG01-HWP01;0; NÃO TOP
SPO-IPV01-HWS01;0; NÃO TOP
BRU-XBRU02-HWS02;0; NÃO TOP
SPO-LAP01-HWS28;0; NÃO TOP
SPO-LAP01-HWP14;0; NÃO TOP
CAS-MCO01-HWS01 (DESATIVADO);0; NÃO TOP
SPO-LAP01-HWS36;0; NÃO TOP
CIV-SP5124-THWP01;0; NÃO TOP
SPO-LAP01-HWS38;0; NÃO TOP
SPO-LAP01-HWS35;0; NÃO TOP
SPO-LAP01-HWS37;0; NÃO TOP
SPO-WSS01-HWS03;0; NÃO TOP
SPO-LAP01-HWS34;0; NÃO TOP
SPO-LAP01-HWS41;0; NÃO TOP
SPO-LAP01-HWS01;0; NÃO TOP
NDS-CHA01-HWW02;SPNDS_0004; NÃO TOP
SPO-LAP01-HWS33;0; NÃO TOP
SPO-LAP01-HWS30;0; NÃO TOP
SPO-CVO01-THWW09;0; NÃO TOP
SPO-AGE01-PDW01;0; NÃO TOP
SPO-LAP01-PDW19;0; NÃO TOP
SPO-LAP01-IPDW01 : SHELF;0; NÃO TOP
SPO-CNU01-PDW01 : SHELF;0; NÃO TOP
SPO-LAP01-PDW14 : SHELF;0; NÃO TOP
SPO-LAP01-PDW03 : SHELF;0; NÃO TOP
SPO-LAP01-PDW16 : SHELF;0; NÃO TOP
SPO-LAP01-PDW10 : SHELF;0; NÃO TOP
SNE-AGO01-PDA01;0; NÃO TOP
SPO-MGA01-PDW01 : SHELF;0; NÃO TOP
HORT-IBM01-PDW02 : SHELF;0; NÃO TOP
ITE-ALP01-PDW01 : SHELF;0; NÃO TOP
SPO-CCP01-PDW01 : SHELF;0; NÃO TOP
SPO-LAP01-PDW04 : SHELF;0; NÃO TOP
SPO-LAP01-PDW06 : SHELF;0; NÃO TOP
CAS-MVZ01-PDW03 : SHELF;0; NÃO TOP
CAS-MVZ01-PDW02 : SHELF;0; NÃO TOP
SPO-LAP01-PDW05 : SHELF;0; NÃO TOP
SPO-LAP01-PDW18 : SHELF;0; NÃO TOP
JAI-AFO01-PDW01 : SHELF;0; NÃO TOP
SPO-CNU01-PDW02 : SHELF;0; NÃO TOP
BRE-TMK01-PDW01 : SHELF;0; NÃO TOP
CAS-MVZ01-PDW04 : SHELF;0; NÃO TOP
SPO-LAP01-PDW11DESATIVADO : SHELF;0; NÃO TOP
SPO-TIA01-PDW01 : SHELF;0; NÃO TOP
SPO-LOW01-PDW01 : SHELF;0; NÃO TOP
SPO-CNU01-PDW03 : SHELF;0; NÃO TOP
SPO-LAP01-PDW13 : SHELF;0; NÃO TOP
SPO-DHC01-PDW02 : SHELF;0; NÃO TOP
SNE-AGO01-PDA01 : SHELF;0; NÃO TOP
SPO-LOW02-PDW01 : SHELF;0; NÃO TOP
SPO-CNU01-PDW05 : SHELF;0; NÃO TOP
SPO-LAP01-PDW01 : SHELF;0; NÃO TOP
SPO-GVT01-PDW01 : SHELF;0; NÃO TOP
BRE-DVO01-PDW01 : SHELF;0; NÃO TOP
SPO-LAP01-PDW12 : SHELF;0; NÃO TOP
SPO-CNU01-IPDW01 : SHELF;0; NÃO TOP
SPO-LAP01-PDW15 : SHELF;0; NÃO TOP
SPO-LAP01-PDW07 : SHELF;0; NÃO TOP
SPO-LAP01-PDW20;0; NÃO TOP
SPO-CSP01-PDW01 : SHELF;0; NÃO TOP
SPO-LAP01-PDW20 : SHELF;0; NÃO TOP
SPO-LAP01-PDW19 : SHELF;0; NÃO TOP
SPO-VZA01-PDW01 : SHELF;0; NÃO TOP
SPO-LAP01-PDW11DESATIVADO;0; NÃO TOP
SPO-PSO01-PDW01 : SHELF;0; NÃO TOP
SPO-LAP01-PDW08 : SHELF;0; NÃO TOP
SPO-CNU01-PDW04 : SHELF;0; NÃO TOP
SPB-SKY01-PDW01 : SHELF;0; NÃO TOP
CAS-MVZ01-PDW01 : SHELF;0; NÃO TOP
SPO-LAP01-PDW09 : SHELF;0; NÃO TOP
SPO-CNU01-IPDW01;0; NÃO TOP
SPO-AGE01-PDW01 : SHELF;0; NÃO TOP
HORT-IBM01-PDW01 : SHELF;0; NÃO TOP
SPO-LAP01-IPDW01;0; NÃO TOP
SPO-RCD01-PDW01 : SHELF;0; NÃO TOP
SLSPBV30;SPSPO_4008; NÃO TOP
18NLMTVG01;SPMOM_0005; NÃO TOP
SLSPRP07;SPSPO_3021;NÃO TOP
SPO-LAP01-TBS01;0; NÃO TOP
VIVO MRB.1-MSH-11C;0; NÃO TOP
BLOOMBERG-AMU;0; NÃO TOP
WBV3596-6325;0; NÃO TOP
SPCS07_SMIPI08(MIGRADO-FTTS)-AM-1;0; NÃO TOP
SPJP10_2 (MIGRADO-FTTS)-AMS;0; NÃO TOP
SPJS06-AM-1;0; NÃO TOP
SP1512(MIGRADO-FTTS)-AMS;0; NÃO TOP
VIVO MRB.2-OMS-EX;0; NÃO TOP
BAAH06_SP5215 (MIGRADO-FTTS)-AMS;0; NÃO TOP
OSJE01_SMOCO23(MIGRADO-FTTS)-AM-1;0; NÃO TOP
OSJG01(SP5020)-AMS;0; NÃO TOP
ZATIX ANDROMEDA-AMS;0; NÃO TOP
SPPZ01_SMLAP21(MIGRADO-FTTS)-AM-1;0; NÃO TOP
BAYER-AMS;0; NÃO TOP
SPJR03 - SMLAP01(MIGRADO-FTTS)-SMA 1K-CP;0; NÃO TOP
VILA MARIA_4-OMS-EX;0; NÃO TOP
SPLP07(MIGRADO-FTTS)-AMS;0; NÃO TOP
OSVI01(SP5013) (MIGRADO-FTTS)-AM-1;0; NÃO TOP
PONTE PRETA_4-ADM-U;0; NÃO TOP
SNE4572-6325;0; NÃO TOP
VOXLINE-AM-1;0; NÃO TOP
SPCR02(SP2142)/SMSAM14-AM-1;0; NÃO TOP
SPJQ05_SMCBE15(MIGRADO-FTTS)-AMS;0; NÃO TOP
TELIUM-AMS DOUBLE E3;0; NÃO TOP
BSCSM09_1-AM-1;0; NÃO TOP
SPSD09(SP2809)/SMCBE01(MIGRADO-FTTS)-AM-1;0; NÃO TOP
SPIB04(SP1504)/SMPIN22(MIGRADO-FTTS)-AMS;0; NÃO TOP
SP3761-AMS;0; NÃO TOP
SPPN13(MIGRADO-FTTS)-AMS;0; NÃO TOP
SPIB20-AMS;0; NÃO TOP
SOFTWAY TAM (DESISNTALADO)-AM-1;0; NÃO TOP
WEST SIDE-AMU-C;0; NÃO TOP
RADIOBRAS-AMS DOUBLE E3;0; NÃO TOP
TIC.2-OMS-EX;0; NÃO TOP
METRO JABAQUARA-AM-1;0; NÃO TOP
SPCG08(MIGRADO-FTTS)-AMS;0; NÃO TOP
SPBU04(MIGRADO-FTTS)-AMS;0; NÃO TOP
OI BRAS.1-OMS-UC;0; NÃO TOP
WALL MART-AMS DOUBLE E3;0; NÃO TOP
SPLI02(MIGRADO-FTTS)-AMS;0; NÃO TOP
WJQ3813-6325;0; NÃO TOP
SPSM08(SP2408)(MIGRADO-FTTS)-AMS;0; NÃO TOP
WSA4032-6325;0; NÃO TOP
SPVM09_SMVMN09(MIGRADO-FTTS)-AM-1;0; NÃO TOP
SP8212-AMU-C;0; NÃO TOP
BRT PAN.1-OMS-UC;0; NÃO TOP
SPIT02(MIGRADO-FTTS)-SMA 1K-CP;0; NÃO TOP
SPSD05(MIGRADO-FTTS)-AM-1;0; NÃO TOP
GVT.1-MSH-41C;0; NÃO TOP
EBT ING_6-AMU;0; NÃO TOP
PAR 129-AM-1;0; NÃO TOP
SPVS06(SP1926)(MIGRADO-FTTS)-AMS;0; NÃO TOP
SPVR05(MIGRADO-FTTS)-AMS;0; NÃO TOP
SANTA CECILIA-ADM-U;0; NÃO TOP
WBV3590-6325;0; NÃO TOP
WPI3941-6325;0; NÃO TOP
BANCO VO.1-OMS-UC;0; NÃO TOP
TOTVS-AMS;0; NÃO TOP
COMPUGRAF_ANGELICA-AMS;0; NÃO TOP
SPMM20(MIGRADO-FTTS)-AMS;0; NÃO TOP
INTVALOR.1-MSH-11CPBR;0; NÃO TOP
TOTVS_2-AMU;0; NÃO TOP
ANA CINTRA_1-MSH-11C;0; NÃO TOP
WIR3757-6325;0; NÃO TOP
TELEFONICA PERDIZES-ADM-4;0; NÃO TOP
WORK ACESSORIA_1 (DESINSTALADO)-AM-1;0; NÃO TOP
WSE4125-6325;0; NÃO TOP
WIB3777-6325;0; NÃO TOP
SPVS01(SP1921) (MIGRADO-FTTS)-AMS;0; NÃO TOP
SPLP01(MIGRADO-FTTS)-AMS;0; NÃO TOP
SPMN03(MIGRADO-FTTS)-AMS;0; NÃO TOP
SPIP03(SP2903)/SMIPI01(MIGRADO-FTTS)-AM-1;0; NÃO TOP
S.ANDRE.2-MSH-11CPBR;0; NÃO TOP
JOHNSON_JOHNSON-AMS DOUBLE E3;0; NÃO TOP
DDA4328-6325;0; NÃO TOP
KONTROLL-AMS DOUBLE E1;0; NÃO TOP
TNL CONT.1-OMS-UC;0; NÃO TOP
BANCO SANTANDER-AMS DOUBLE E3;0; NÃO TOP
KALUNGA-AMS;0; NÃO TOP
OSVR01(SP5010)/SMOCO25(MIGRADO-FTTS)-AM-1;0; NÃO TOP
BCP AM.3-MSH-41C;0; NÃO TOP
OSI TELECOM-SMA 1K-CP;0; NÃO TOP
WCY3636-6325;0; NÃO TOP
WSC4042-6325;0; NÃO TOP
EASYTONE A CELSO-MSH-11CPBR;0; NÃO TOP
IPIRANGA_1-SMA-1/4 C;0; NÃO TOP
SMMRB13-AM-1;0; NÃO TOP
SPRP03_SMMRB24(MIGRADO-FTTS)-AM-1;0; NÃO TOP
HTC_5 (DESATIVADO)-ADM-U;0; NÃO TOP
SPST06(SP4206)(MIGRADO-FTTS)-AMS;0; NÃO TOP
ATENTO_1-AM-1;0; NÃO TOP
OI POP BRAS_2-6350;0; NÃO TOP
SPSM02_SMSAM36(MIGRADO-FTTS)-AMS DOUBLE E1;0; NÃO TOP
JAB 114-AM-1;0; NÃO TOP
SPSC03_SMCON01 (MIGRADO-FTTS)-AM-1;0; NÃO TOP
TBS4662-6325;0; NÃO TOP
EDS ANCHIETA_1-ADM-16;0; NÃO TOP
CONVERGY.1-MSH-11CPBR;0; NÃO TOP
CRVS01_SMCIV02(MIGRADO-FTTS)-AM-1;0; NÃO TOP
BT COMUNICATIONS-AMS DOUBLE E3;0; NÃO TOP
SPVA06(MIGRADO-FTTS)-6325;0; NÃO TOP
ITAU CAT-AMS;0; NÃO TOP
EBT ING_4-ADM-U;0; NÃO TOP
OCO4535-6325;0; NÃO TOP
REG. SUL_4-ADM-U;0; NÃO TOP
SPVM07_SMVMN13(MIGRADO-FTTS)-AM-1;0; NÃO TOP
MEDIAL SAUDE MORUMBI-AMS;0; NÃO TOP
SPBV05.2-MSH-11CPBR;0; NÃO TOP
SPPR01-AMS;0; NÃO TOP
SPMR07(SP1607)-AM-1;0; NÃO TOP
SPSO01-AMS;0; NÃO TOP
SPSD03(SP2803)(MIGRADO-FTTS)-AMS;0; NÃO TOP
ALFACOM-AMS DOUBLE E3;0; NÃO TOP
IOB-AMS;0; NÃO TOP
BRE4263-6325;0; NÃO TOP
SPMR01(MIGRADO-FTTS)-AMS;0; NÃO TOP
HELLO BRASIL-AMS DOUBLE E1;0; NÃO TOP
WBV3592-6325;0; NÃO TOP
WSN4055-6325;0; NÃO TOP
WVM4206-6325;0; NÃO TOP
ETD ITAIM_1-ADM-U;0; NÃO TOP
SPEM04(MIGRADO-FTTS)-AMS;0; NÃO TOP
OCO4516-6325;0; NÃO TOP
REG. SUL_2-SMA-1/4;0; NÃO TOP
SPAR01(MIGRADO-FTTS)-AMS;0; NÃO TOP
FLEX CONTACT CENTER-AMS;0; NÃO TOP
SPAI08_SP1808(MIGRADO-FTTS)-AMS;0; NÃO TOP
SPCV01(SP4301) (MIGRADO FTTS)-SMA 1K-CP;0; NÃO TOP
SPIB18 (MIGRADO-FTTS)-AM-1;0; NÃO TOP
MC BARBOSA-SMA 1K-CP;0; NÃO TOP
ETD THOMAS EDSON_4-OMS-EX;0; NÃO TOP
SPCO04_SMCON06(MIGRADO-FTTS)-AMS;0; NÃO TOP
